organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,nursing degree received,gpa,employment status,previous health care work experience,leave,type of leave,termination,termination date,tenure,termination reason,id,education_clean,gpa_numeric
Emory University Hospital,2021-11-03,2418737,17471,2021-09-20,Cardiac/Heart/Vascular Critical Care,24.0,Female,Bsn,3.5 And Above,,,No,,Yes,2022-11-20,1.167123288,Obtained Position With A More Desirable Commute,24345,Mercer University,3.75
Emory University Hospital,2021-11-03,2479377,17472,2021-07-19,Emergency Department,22.0,Male,Bsn,3.5 And Above,Full-Time,,No,,Yes,2022-10-23,1.263013699,Returning To School Full-Time,24346,Mercer University,3.75
Emory University Hospital Midtown,2021-10-29,0425403,17473,2021-11-07,Orthopedic Inpatient Unit,29.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24347,Mercer University,3.25
Emory University Hospital Midtown,2021-10-29,0450030,17474,2021-10-18,Obstetrics/Labor & Delivery Inpatient Unit,29.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2023-12-09,2.142465753,Relocating Out Of Area,24348,Mercer University,3.75
Emory University Hospital Midtown,2021-10-29,0450452,17475,2021-10-24,Medical Icu Inpatient Unit,31.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2022-12-14,1.139726027,Other/Unknown,24349,Mercer University,3.75
Emory University Hospital Midtown,2021-10-29,0450454,17476,2021-10-24,Cardiac/Heart/Vascular Critical Care,28.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24350,Mercer University,3.75
Emory University Hospital Midtown,2021-10-29,0450457,17477,2021-10-24,Neurology/Neurosurgical Icu Inpatient Unit,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24351,Mercer University,3.75
Emory Johns Creek Hospital,2021-10-18,0024631,17478,2021-10-18,Obstetrics/Labor & Delivery Inpatient Unit,47.0,Female,Bsn,3.5 And Above,Per Diem,,No,,No,,,,24352,Mercer University,3.75
Emory Johns Creek Hospital,2021-10-18,0450083,17479,2021-10-18,Obstetrics/Labor & Delivery Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24353,Mercer University,3.75
Emory Johns Creek Hospital,2021-10-18,0451062,17480,2021-10-18,Emergency Department,27.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2024-10-16,2.997260274,Other/Unknown,24354,Mercer University,3.25
Emory Johns Creek Hospital,2021-10-18,2208471,17481,2021-10-18,Emergency Department,24.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2024-01-02,2.208219178,Travel Nurse,24355,Mercer University,3.25
Emory Saint Joseph’S Hospital,2021-10-18,2313836,17482,2021-10-18,Medical/Surgical Intermediate Unit,28.0,Female,Accelerated Bsn,3.0 - 3.49,Per Diem,,No,,No,,,,24356,Mercer University,3.25
Emory Saint Joseph’S Hospital,2021-10-18,2463702,17483,2021-10-18,Medical/Surgical Intermediate Unit,26.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2024-08-26,2.857534247,Other/Unknown,24357,Mercer University,3.75
Emory University Hospital,2021-09-27,0413019,17484,2021-10-04,Medical/Surgical Inpatient Unit,34.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,24358,Mercer University,3.25
Emory University Hospital At Wesley Woods,2021-09-27,0450439,17485,2021-12-06,Psychiatric Inpatient Unit,23.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,2024-04-07,2.336986301,Other/Unknown,24359,Mercer University,3.25
Emory University Hospital Midtown,2021-09-27,0450668,17486,2021-10-11,Perioperative Or,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24360,Mercer University,3.25
Emory University Orthopaedics & Spine Hospital,2021-09-27,2425782,17487,2021-10-11,Perioperative Or,28.0,Female,Bsn,3.5 And Above,,,No,,Yes,2023-01-03,1.230136986,Other/Unknown,24361,Mercer University,3.75
Emory University Hospital Midtown,2021-08-26,0448569,17488,2021-08-19,Medical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2023-08-20,2.002739726,Obtained Position Representing A Different Job Experience,24362,Mercer University,3.75
Emory University Hospital Midtown,2021-08-26,2023692,17489,2021-07-27,Medical Icu Inpatient Unit,25.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24363,Mercer University,3.25
Emory University Hospital Midtown,2021-08-26,2423394,17490,2021-08-09,Surgical Icu Inpatient Unit,24.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,2024-04-01,2.646575342,Other/Unknown,24364,Mercer University,3.25
Emory University Hospital Midtown,2021-08-26,2425397,17491,2021-07-26,Perioperative Or,34.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24365,Mercer University,3.75
Emory University Hospital Midtown,2021-08-26,2462890,17492,2021-08-09,Medical Icu Inpatient Unit,37.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2023-01-14,1.432876712,Returning To School Full-Time,24366,Mercer University,3.75
Emory University Hospital,2021-08-18,0443620,17493,2021-07-12,Surgical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2025-03-30,3.717808219,Other/Unknown,24367,Mercer University,3.75
Emory University Hospital,2021-08-18,0447982,17494,2021-07-19,Cardiac/Heart/Vascular Critical Care,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2022-11-19,1.336986301,Obtained Position With A More Desirable Work Schedule,24368,Mercer University,3.75
Emory University Hospital Midtown,2021-08-13,0448116,17495,2021-07-26,Mother/Baby Unit,22.0,Female,Bsn,3.5 And Above,,,No,,Yes,2023-11-18,2.315068493,Obtained Position With A More Desirable Commute,24369,Mercer University,3.75
Emory Decatur Hospital,2021-07-26,0441798,17496,2021-07-26,Medical Icu Inpatient Unit,21.0,Female,Bsn,3.5 And Above,,,No,,Yes,2022-08-12,1.046575342,Other/Unknown,24370,Mercer University,3.75
Emory Saint Joseph’S Hospital,2022-07-18,2445719,17497,2022-07-18,Ambulatory Setting,23.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2023-01-13,0.4904109589,Unhappy With Job/Facility,24371,Mercer University,3.25
Emory Decatur Hospital,2021-07-26,0448102,17498,2021-07-26,Medical Icu Inpatient Unit,25.0,Female,Bsn,3.5 And Above,,,No,,Yes,2022-12-30,1.430136986,Obtained Position With A More Desirable Work Schedule,24372,Mercer University,3.75
Emory Saint Joseph’S Hospital,2021-07-12,0441838,17499,2021-07-12,Emergency Department,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2025-04-02,3.726027397,Relocating Out Of Area,24373,Mercer University,3.75
Emory Saint Joseph’S Hospital,2021-07-12,0447807,17500,2021-07-12,Cardiac/Heart/Vascular Critical Care,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24374,Mercer University,3.75
Emory University Hospital,2021-04-16,0445341,17501,2021-03-01,Cardiac/Heart/Vascular Critical Care,24.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,24375,Mercer University,3.25
Emory University Hospital,2021-04-16,0445540,17502,2021-03-22,Emergency Department,32.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2024-02-11,2.893150685,Did Not Return From Leave Of Absence,24376,Mercer University,3.75
Emory University Hospital Midtown,2021-04-01,0445884,17503,2021-04-19,General Surgical Inpatient Unit,25.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2023-01-22,1.761643836,Disability/Illness/Injury,24377,Mercer University,3.25
Emory University Hospital Midtown,2021-04-01,2179403,17504,2021-02-01,Cardiac/Heart/Vascular Critical Care,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2023-09-11,2.608219178,Other/Unknown,24378,Mercer University,3.75
Emory University Orthopaedics & Spine Hospital,2021-03-15,2028806,17505,2021-03-15,Orthopedic Inpatient Unit,37.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24379,Mercer University,3.75
Emory University Hospital,2021-02-15,2426231,17506,2021-02-15,Perioperative Or,23.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2022-03-29,1.115068493,Obtained Position Representing A Different Job Experience,24380,Mercer University,3.25
Emory University Hospital,2020-11-06,0442142,17507,2020-06-08,Orthopedic Inpatient Unit,33.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2021-11-22,1.457534247,Other/Unknown,24381,Mercer University,3.25
Emory University Hospital,2020-11-06,0442997,17508,2020-09-28,Neurology/Neurosurgical Icu Inpatient Unit,30.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24382,Mercer University,3.75
Emory University Hospital,2020-11-06,0443612,17509,2020-10-05,Emergency Department,32.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24383,Mercer University,3.25
Emory University Hospital,2020-11-06,0443637,17510,2020-10-12,Ambulatory Setting,30.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-01-08,0.2410958904,Family Obligations (Family/Friend Caregiving Responsibility),24384,Mercer University,3.75
Emory University Hospital Midtown,2020-10-30,0443308,17511,2020-10-26,Orthopedic Inpatient Unit,26.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2021-11-13,1.049315068,Travel Nurse,24385,Mercer University,3.75
Emory University Hospital Midtown,2020-10-30,0443309,17512,2020-10-26,Orthopedic Inpatient Unit,26.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24386,Mercer University,3.75
Emory University Hospital Midtown,2020-10-30,0443492,17513,2020-10-26,Neurology/Neurosurgical Icu Inpatient Unit,25.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24387,Mercer University,3.75
Emory University Hospital Midtown,2020-10-30,2318904,17514,2020-10-26,Medical Icu Inpatient Unit,26.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24388,Mercer University,3.75
Emory Decatur Hospital,2020-10-13,0443010,17515,2020-10-05,Obstetrics/Labor & Delivery Inpatient Unit,26.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,2022-12-12,2.18630137,Other/Unknown,24389,Mercer University,3.25
Emory Saint Joseph’S Hospital,2021-10-18,0450394,17516,2021-10-18,Oncology Inpatient Unit,26.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2022-09-17,0.9150684932,Family Obligations (Family/Friend Caregiving Responsibility),24390,Mercer University,3.25
Emory Saint Joseph’S Hospital,2021-10-18,0450399,17517,2021-10-18,Oncology Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2022-09-04,0.8794520548,Staffing Or Workload,24391,Mercer University,3.25
Emory Decatur Hospital,2020-10-13,2408920,17518,2020-10-05,Obstetrics/Labor & Delivery Inpatient Unit,31.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24392,Mercer University,3.75
Emory Saint Joseph’S Hospital,2020-10-12,0443081,17519,2020-10-12,Medical/Surgical Inpatient Unit,36.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,2022-08-10,1.82739726,Relocating Out Of Area,24393,Mercer University,3.25
Emory University Hospital,2020-09-18,2276389,17520,2020-09-14,Neurology/Neurosurgical Icu Inpatient Unit,49.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2023-03-30,2.539726027,Other/Unknown,24394,Mercer University,3.25
Emory University Hospital,2020-08-06,0435167,17521,2020-07-27,Surgical Icu Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24395,Mercer University,3.75
Emory University Hospital,2020-08-06,0442409,17522,2020-08-03,Orthopedic Inpatient Unit,26.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2022-09-26,2.147945205,Other/Unknown,24396,Mercer University,3.25
Emory University Hospital Midtown,2020-08-01,0435391,17523,2020-08-10,Medical/Surgical Inpatient Unit,25.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24397,Mercer University,3.25
Emory University Hospital Midtown,2020-08-01,0439711,17524,2020-06-14,Cardiac/Heart/Vascular Critical Care,30.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2021-12-26,1.534246575,Relocating Out Of Area,24398,Mercer University,3.25
Emory University Hospital Midtown,2020-08-01,0441544,17525,2020-04-27,Emergency Department,26.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2022-08-13,2.295890411,Staffing Or Workload,24399,Mercer University,3.25
Emory University Hospital Midtown,2020-08-01,0442438,17526,2020-08-10,Mother/Baby Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24400,Mercer University,3.25
Emory University Hospital Midtown,2020-08-01,0442647,17527,2020-08-10,Cardiac/Heart/Vascular Critical Care,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2022-08-10,2.0,Travel Nurse,24401,Mercer University,3.75
Emory University Hospital Midtown,2020-08-01,1682783,17528,2020-07-27,Medical Icu Inpatient Unit,29.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24402,Mercer University,3.75
Emory University Hospital Midtown,2020-08-01,2319863,17529,2020-06-17,Medical Icu Inpatient Unit,32.0,Female,Msn (Cnl),3.5 And Above,,,No,,No,,,,24403,Mercer University,3.75
Emory University Hospital Midtown,2020-08-01,2362106,17530,2020-07-20,Medical/Surgical Icu Inpatient Unit,28.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24404,Mercer University,3.75
Emory Saint Joseph’S Hospital,2020-07-13,0442496,17532,2020-07-13,Orthopedic Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,Per Diem,,No,,No,,,,24406,Mercer University,3.25
Emory University Hospital Midtown,2021-10-29,0450453,17533,2021-10-24,Medical Icu Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2022-10-01,0.9369863014,Other/Unknown,24407,Mercer University,3.75
Emory University Hospital Midtown,2020-04-01,2183458,17534,2020-02-24,Emergency Department,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24408,Mercer University,3.25
Emory University Hospital Midtown,2019-10-31,0438077,17535,2019-10-28,Perioperative Or,25.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24409,Mercer University,3.25
Emory University Hospital,2019-10-24,2046472,17536,2019-10-28,Perioperative Or,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24410,Mercer University,3.25
Emory Hillandale Hospital,2019-10-22,0435730,17537,2019-10-14,Emergency Department,23.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2022-05-17,2.591780822,Other/Unknown,24411,Mercer University,3.25
Emory University Hospital,2019-08-01,0359422,17538,2019-07-22,Neurology/Neurosurgical Icu Inpatient Unit,58.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24412,Mercer University,3.25
Emory University Hospital,2019-08-01,0377401,17539,2019-07-22,Transplant Unit,46.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24413,Mercer University,3.75
Emory University Hospital,2019-08-01,0425423,17540,2019-07-22,Emergency Department,24.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2021-06-05,1.873972603,Relocating Out Of Area,24414,Mercer University,3.25
Emory University Hospital,2019-08-01,0435927,17541,2019-07-22,Cardiac/Heart/Vascular Critical Care,35.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,24415,Mercer University,3.25
Emory University Hospital,2019-08-01,0435947,17542,2019-07-22,Medical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2021-11-04,2.290410959,Other/Unknown,24416,Mercer University,3.75
Emory University Hospital,2019-08-01,0436158,17543,2019-07-22,Neurology/Neurosurgical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-04-16,1.736986301,Obtained Position Representing A Different Job Experience,24417,Mercer University,3.75
Emory University Hospital,2019-08-01,1696108,17544,2019-07-22,Neurology/Neurosurgical Icu Inpatient Unit,28.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24418,Mercer University,3.75
Emory University Hospital,2019-08-01,2022754,17545,2019-07-22,General Surgical Inpatient Unit,24.0,Male,Bsn,3.5 And Above,Full-Time,,No,,Yes,2021-06-05,1.873972603,Obtained Position Representing A Different Job Experience,24419,Mercer University,3.75
Emory University Hospital,2019-08-01,2131970,17546,2019-07-22,Neurology/Neurosurgical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-10-16,2.238356164,Travel Nurse,24420,Mercer University,3.75
Emory University Hospital,2019-08-01,2270556,17547,2019-07-22,Oncology Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24421,Mercer University,3.25
Emory University Hospital Midtown,2019-07-25,0436586,17548,2019-09-09,Obstetrics/Labor & Delivery Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24422,Mercer University,3.25
Emory University Hospital Midtown,2019-07-25,0436606,17549,2019-07-29,Perioperative Or,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24423,Mercer University,3.75
Emory University Hospital Midtown,2019-07-25,0436607,17550,2019-07-29,Cardiac/Heart/Vascular Critical Care,24.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2022-01-02,2.432876712,Travel Nurse,24424,Mercer University,3.25
Emory Decatur Hospital,2019-07-23,0435898,17551,2019-07-15,Emergency Department,39.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-04-01,1.715068493,Unhappy With Job/Facility,24425,Mercer University,3.75
Emory Saint Joseph’S Hospital,2019-07-15,0424589,17552,2019-07-15,Orthopedic Inpatient Unit,25.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24426,Mercer University,3.25
Emory Saint Joseph’S Hospital,2019-07-15,0424707,17553,2019-07-15,Emergency Department,25.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24427,Mercer University,3.25
Emory Saint Joseph’S Hospital,2019-07-15,0435736,17554,2019-07-15,Medical/Surgical Intermediate Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24428,Mercer University,3.75
Emory Saint Joseph’S Hospital,2019-07-15,0435741,17555,2019-07-15,Medical/Surgical Intermediate Unit,23.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2022-02-01,2.553424658,Returning To School Full-Time,24429,Mercer University,3.25
Emory Saint Joseph’S Hospital,2019-07-15,2030053,17556,2019-07-15,Cardiac/Heart/Vascular Critical Care,24.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2021-12-28,2.457534247,Travel Nurse,24430,Mercer University,3.25
Emory University Hospital,2018-10-16,2243714,17557,2018-11-15,Oncology Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24431,Mercer University,3.25
Emory Decatur Hospital,2023-11-14,2124154,17558,2023-11-13,Medical/Surgical Icu Inpatient Unit,29.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2024-10-03,0.8904109589,Family Obligations (Family/Friend Caregiving Responsibility),24432,Mercer University,3.75
Emory University Hospital,2018-07-30,0412588,17559,,Cardiac/Heart/Vascular Critical Care,46.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2021-03-16,,Relocating Out Of Area,24433,Mercer University,3.25
Emory University Hospital,2018-07-30,0425312,17560,2018-07-30,Oncology Inpatient Unit,30.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24434,Mercer University,3.25
Emory University Hospital,2018-07-30,0425371,17561,,Medical Icu Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24435,Mercer University,3.25
Emory University Hospital,2018-07-30,0425382,17562,2018-07-30,General Surgical Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24436,Mercer University,3.25
Emory University Hospital,2018-07-30,2072998,17563,,Medical/Surgical Icu Inpatient Unit,26.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24437,Mercer University,3.25
Emory University Hospital,2018-07-30,2236566,17564,,General Medical Inpatient Unit,26.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2018-09-05,,Relocating Out Of Area,24438,Mercer University,3.25
Emory University Hospital,2018-07-30,2268286,17565,2018-07-30,Surgical Icu Inpatient Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2019-09-08,1.109589041,Returning To School Full-Time,24439,Mercer University,3.75
Emory University Hospital,2018-07-23,0425477,17566,,Obstetrics/Labor & Delivery Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24440,Mercer University,3.75
Emory University Hospital,2018-07-23,0425636,17567,2018-07-23,Orthopedic Inpatient Unit,21.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24441,Mercer University,3.75
Emory University Hospital,2018-07-23,2067910,17568,2018-07-23,Neonatal Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24442,Mercer University,3.75
Emory Saint Joseph’S Hospital,2018-07-16,062867,17569,2018-07-16,General Medical Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2021-05-28,2.868493151,Obtained Position Representing A Different Job Experience,24443,Mercer University,3.25
Emory Saint Joseph’S Hospital,2018-07-16,423788,17570,,General Medical Inpatient Unit,28.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24444,Mercer University,3.75
Emory Saint Joseph’S Hospital,2018-07-16,574324,17571,,Medical/Surgical Intermediate Unit,27.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24445,Mercer University,3.25
Emory Saint Joseph’S Hospital,2018-07-16,642225,17572,,Emergency Department,37.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24446,Mercer University,3.75
Emory Saint Joseph’S Hospital,2018-07-16,702702,17573,,Medical/Surgical Inpatient Unit,40.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2019-01-24,,Unsatisfactory Performance,24447,Mercer University,3.25
Emory Saint Joseph’S Hospital,2018-07-16,728297,17574,,Emergency Department,23.0,Female,Bsn,3.0 - 3.49,,,Yes,Pregnancy,No,,,,24448,Mercer University,3.25
Emory Saint Joseph’S Hospital,2018-07-16,769661,17575,,Orthopedic Inpatient Unit,25.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,24449,Mercer University,3.25
Emory Saint Joseph’S Hospital,2018-07-16,891781,17576,,Medical/Surgical Inpatient Unit,28.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2020-07-01,,Obtained Position With A More Desirable Work Schedule,24450,Mercer University,3.25
Emory University Hospital,2017-07-18,0419661,17577,,Oncology Inpatient Unit,27.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24451,Mercer University,3.25
Emory University Hospital,2017-07-18,0419752,17578,,Cardiac/Heart/Vascular Critical Care,23.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2019-07-13,,Obtained Position Representing A Different Job Experience,24452,Mercer University,3.25
Emory University Hospital,2017-07-18,0419838,17579,,Emergency Department,25.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2019-08-03,,Other/Unknown,24453,Mercer University,3.25
Emory University Hospital,2017-02-25,902027,17580,,General Medical Inpatient Unit,38.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,24454,Mercer University,3.25
Emory University Hospital,2016-10-13,040991400,17581,,Medical/Surgical Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24455,Mercer University,3.25
Emory University Hospital,2016-10-13,201154400,17582,,Surgical Icu Inpatient Unit,29.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2017-02-28,,Family Obligations (Family/Friend Caregiving Responsibility),24456,Mercer University,3.25
Emory University Hospital,2016-10-12,2105508,17583,,Emergency Department,23.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2017-12-01,,Obtained Position Representing A Different Job Experience,24457,Mercer University,3.25
Emory University Hospital,2016-10-10,040987700,17584,,Obstetrics/Labor & Delivery Inpatient Unit,42.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24458,Mercer University,3.25
Emory University Hospital,2016-10-10,688854,17585,,Other (Please Specify),36.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,24459,Mercer University,3.25
Emory University Hospital,2016-04-22,0257806,17586,,Medical/Surgical Icu Inpatient Unit,27.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24460,Mercer University,3.25
Emory Saint Joseph’S Hospital,2015-07-13,092021,17587,,Medical/Surgical Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24461,Mercer University,3.75
Emory Saint Joseph’S Hospital,2015-07-13,741692,17588,,Emergency Department,23.0,Male,Bsn,3.5 And Above,,,No,,No,,,,24462,Mercer University,3.75
Emory University Hospital,2015-02-16,0408120,17590,,General Medical Inpatient Unit,26.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24464,Mercer University,3.25
Emory University Hospital,2014-08-25,0401574,17592,,General Medical Inpatient Unit,28.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24466,Mercer University,3.25
Emory University Hospital,2014-08-25,1567366,17593,,General Medical Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24467,Mercer University,3.75
Emory Saint Joseph’S Hospital,2014-07-14,143257700,17594,,Medical/Surgical Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24468,Mercer University,3.25
Emory University Hospital,2014-03-17,743669,17595,,Emergency Department,29.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24469,Mercer University,3.25
Emory University Hospital,2014-03-10,0404324,17596,,Medical/Surgical Icu Inpatient Unit,24.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24470,Mercer University,3.75
Emory Saint Joseph’S Hospital,2013-10-07,040306700,17597,,General Medical Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2015-10-30,,Unhappy With Job/Facility,24471,Mercer University,3.25
Emory University Hospital,2013-09-16,040285400,17598,,Perioperative Or,29.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24472,Mercer University,3.75
Emory University Hospital,2013-08-26,2385,17599,,Medical/Surgical Icu Inpatient Unit,49.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24473,Mercer University,3.25
Emory University Hospital,2013-08-19,4846,17600,,General Surgical Inpatient Unit,25.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24474,Mercer University,3.25
Emory University Hospital,2013-08-19,8757,17601,,General Medical Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,24475,Mercer University,3.75
Emory University Hospital,2013-08-19,988946,17602,,General Medical Inpatient Unit,26.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24476,Mercer University,3.25
Emory University Hospital,2013-08-05,8007,17603,,Emergency Department,52.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,24477,Mercer University,3.25
Emory University Hospital,2011-10-20,0836,17604,,Perioperative Or,29.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24478,Mercer University,3.25
Emory University Hospital,2011-10-20,0939,17605,,Oncology Inpatient Unit,39.0,Female,Bsn,3.5 And Above,,,No,,Yes,2012-07-01,,Unhappy With Job/Facility,24479,Mercer University,3.75
Emory University Hospital,2011-10-20,4072,17606,,Perioperative Or,25.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2012-10-01,,Unhappy With Job/Facility,24480,Mercer University,3.25
Emory University Hospital,2011-10-20,6601,17607,,Emergency Department,37.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24481,Mercer University,3.25
Emory Saint Joseph’S Hospital,2011-06-06,24437,17608,,Medical/Surgical Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24482,Mercer University,3.25
